
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"22521","서울특별시 중구 만리동2가","273","0273","0000","서울역센트럴자이","84.9720","202512","29","228,000","-","22","개인","개인","2017","만리재로 175","-","중개거래","서울 중구","-"
"22522","서울특별시 광진구 자양동","791","0791","0000","금강KCC","84.9800","202512","29","170,000","101","7","개인","개인","2002","아차산로36길 13","-","중개거래","서울 광진구","26.03.12"
"22523","서울특별시 광진구 자양동","861","0861","0000","자양호반써밋","59.0790","202512","29","160,000","아파트 102동","12","개인","개인","2021","능동로 69","-","중개거래","서울 광진구, 인천 연수구","26.02.23"
"22524","서울특별시 성동구 행당동","380","0380","0000","서울숲리버뷰자이","84.9600","202512","29","260,000","102","25","개인","개인","2018","고산자로2길 65","-","중개거래","서울 성동구","26.02.13"
"22525","서울특별시 용산구 도원동","23","0023","0000","삼성래미안","59.9400","202512","29","163,500","115","19","개인","개인","2001","새창로 70","-","중개거래","서울 마포구, 서울 용산구","26.03.11"
"22526","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","59.9360","202512","29","137,500","103","10","개인","개인","2004","난계로 84","-","중개거래","서울 강남구, 서울 성동구","26.03.27"
"22527","서울특별시 성동구 마장동","818","0818","0000","현대","134.7900","202512","29","129,300","109","12","개인","개인","1998","살곶이길 50","-","중개거래","서울 성동구","26.04.09"
"22528","서울특별시 종로구 창신동","232","0232","0000","두산","84.9000","202512","29","98,000","103","1","개인","개인","1999","지봉로5길 7","-","중개거래","서울 종로구","26.03.30"
"22529","서울특별시 동대문구 전농동","6","0006","0000","전농우성","84.8400","202512","29","75,000","12","15","개인","개인","1992","사가정로 190","-","중개거래","서울 동대문구","26.03.25"
"22530","서울특별시 용산구 효창동","288","0288","0000","용산데시앙포레","84.9417","202512","29","177,500","104","4","개인","개인","2022","효창원로93길 9","-","중개거래","서울 용산구","26.02.13"
"22531","서울특별시 성동구 금호동4가","800","0800","0000","대우","114.6000","202512","29","217,000","106","15","개인","개인","2001","독서당로 272","-","중개거래","서울 성동구","26.03.06"
"22532","서울특별시 성동구 송정동","67-5","0067","0005","히페리온리버팰리스","84.4845","202512","29","101,500","-","8","개인","개인","2022","송정길 32","-","중개거래","서울 강동구, 서울 성동구","26.02.27"
"22533","서울특별시 성동구 송정동","67-5","0067","0005","히페리온리버팰리스","84.4845","202512","29","101,500","-","8","개인","개인","2022","송정길 32","20260127","중개거래","서울 강동구, 서울 성동구","-"
"22534","서울특별시 성동구 응봉동","98","0098","0000","금호현대","79.8000","202512","29","160,000","107","8","개인","개인","1990","독서당로 377","-","중개거래","서울 성동구","26.02.27"
"22535","서울특별시 성동구 응봉동","15","0015","0000","대림강변타운","59.7600","202512","29","174,000","110","14","개인","개인","2001","고산자로 160","-","중개거래","서울 성동구","26.03.10"
"22536","서울특별시 성동구 상왕십리동","811","0811","0000","텐즈힐(2단지)","84.9200","202512","29","215,000","211","7","개인","개인","2014","마장로 137","-","중개거래","서울 성동구, 서울 성북구","26.04.01"
"22537","서울특별시 성동구 응봉동","98","0098","0000","금호현대","79.8000","202512","29","166,000","107","14","개인","개인","1990","독서당로 377","-","중개거래","서울 성동구","26.02.10"
"22538","서울특별시 성북구 보문동6가","458","0458","0000","보문파크뷰자이","59.8100","202512","29","113,800","103동","11","개인","개인","2017","보문사길 111","-","중개거래","서울 성북구","26.03.06"
"22539","서울특별시 중랑구 신내동","817","0817","0000","신내 데시앙포레","84.6500","202512","29","76,000","217","21","개인","개인","2013","신내역로 165","-","중개거래","서울 중랑구","26.03.19"
"22540","서울특별시 중랑구 신내동","785","0785","0000","건영2차","57.3000","202512","29","51,900","201","1","개인","개인","1996","신내로7길 20","-","중개거래","서울 중랑구","26.03.13"
"22541","서울특별시 중랑구 면목동","1545","1545","0000","사가정센트럴아이파크","84.9560","202512","29","131,000","110","14","개인","개인","2020","동일로92길 40","-","중개거래","서울 중랑구","26.03.26"
"22542","서울특별시 동대문구 장안동","354-2","0354","0002","래미안장안","84.7740","202512","29","108,500","107","5","개인","개인","2003","장한로14길 81","-","중개거래","서울 동대문구","26.02.27"
"22543","서울특별시 동대문구 장안동","329-3","0329","0003","래미안장안2차","81.0500","202512","29","106,300","223","2","개인","개인","2007","장안벚꽃로 167","-","중개거래","서울 동대문구","26.01.30"
"22544","서울특별시 동대문구 장안동","327","0327","0000","정은스카이빌101동","81.1700","202512","29","69,500","-","4","개인","개인","2004","답십리로69길 99","-","중개거래","서울 동대문구","26.02.25"
"22545","서울특별시 성북구 하월곡동","88-64","0088","0064","성북힐스테이트(101동)","84.1400","202512","29","87,000","101","18","개인","개인","2007","동소문로44길 43","-","중개거래","서울 성북구","26.03.30"
"22546","서울특별시 중랑구 망우동","583","0583","0000","중랑숲리가","59.9780","202512","29","60,000","107","9","개인","개인","2012","망우로75길 19","-","중개거래","서울 중랑구","26.02.25"
"22547","서울특별시 동대문구 답십리동","1003","1003","0000","래미안위브","84.9800","202512","29","149,800","108동","1","개인","개인","2014","답십리로 130","-","중개거래","서울 동대문구","26.03.26"
"22548","서울특별시 동대문구 답십리동","645-8","0645","0008","신답경남","59.2400","202512","29","62,800","-","10","개인","개인","1991","천호대로47길 62","-","중개거래","서울 동대문구","26.03.31"
"22549","서울특별시 중랑구 신내동","797","0797","0000","동성7","59.3400","202512","29","51,000","701","8","개인","개인","1999","신내로14길 21","-","중개거래","서울 중랑구","26.03.05"
"22550","서울특별시 동대문구 회기동","65","0065","0000","신현대","60.4800","202512","29","77,000","9","8","개인","개인","1989","이문로1길 21","-","중개거래","서울 동대문구","26.02.10"
"22551","서울특별시 동대문구 회기동","65","0065","0000","신현대","60.4800","202512","29","77,000","-","8","개인","개인","1989","이문로1길 21","20251230","중개거래","서울 동대문구","-"
"22552","서울특별시 성북구 정릉동","435","0435","0000","중앙하이츠빌2단지","59.9786","202512","29","65,000","201","9","개인","개인","2005","정릉로26길 8","-","중개거래","서울 성북구","26.03.19"
"22553","서울특별시 중랑구 묵동","380","0380","0000","신도2","58.5900","202512","29","54,200","103","4","개인","개인","1999","공릉로13길 30","-","중개거래","서울 중랑구","26.03.31"
"22554","서울특별시 중랑구 묵동","167","0167","0000","신도","59.8900","202512","29","54,000","제101","5","개인","개인","1998","공릉로13길 30","-","중개거래","서울 중랑구","26.03.30"
"22555","서울특별시 중랑구 묵동","379","0379","0000","극동늘푸른","84.0800","202512","29","68,000","102","14","개인","개인","1999","동일로 941","-","중개거래","서울 중랑구","26.04.09"
"22556","서울특별시 동대문구 이문동","225","0225","0000","대림e-편한세상","114.9370","202512","29","108,000","109","3","개인","개인","2003","한천로63길 10","-","중개거래","서울 동대문구","26.02.10"
"22557","서울특별시 동대문구 휘경동","367","0367","0000","휘경센트레빌","114.9900","202512","29","120,000","104","18","개인","개인","2011","외대역동로 14","-","중개거래","서울 동대문구","26.02.27"
"22558","서울특별시 동대문구 휘경동","367","0367","0000","휘경센트레빌","84.8900","202512","29","98,000","103","13","개인","개인","2011","외대역동로 14","-","중개거래","서울 동대문구","26.02.27"
"22559","서울특별시 성북구 정릉동","1019","1019","0000","정릉성원상떼빌","59.9400","202512","29","53,000","정릉 성원 아파트 102동","1","개인","개인","2000","정릉로21길 21","-","중개거래","서울 성북구","26.03.31"
"22560","서울특별시 성북구 정릉동","1019","1019","0000","정릉성원상떼빌","59.9400","202512","29","53,000","-","1","개인","개인","2000","정릉로21길 21","20260108","중개거래","서울 성북구","-"
